System,Issue URL,Symptom Stage,Root Cause Stage,Root Cause Category,Stage Gap,Fix Cost
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1251,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,672.65 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1211,S3: Retrieval,S0: Initialization,RC-B: User Misconfigurations,3,2737.28 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1241,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,102.13 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1189,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,656.74 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1179,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,2811.13 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1176,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,2814.93 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1155,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,2879.29 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1144,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,2913.2 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1099,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,6.58 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1094,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,3031.89 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1089,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,3062.58 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1088,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,56.04 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1086,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,88.63 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1082,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,179.92 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1076,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,100.73 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1059,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,14.36 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/1044,S2: Query Transformation,S2: Query Transformation,RC-A: Configuration Bugs,0,3.08 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/951,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,103.16 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/945,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,3471.61 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/936,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,3481.36 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/915,S3: Retrieval,S0: Initialization,RC-A: Configuration Bugs,3,3554.87 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/838,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,3630.93 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/767,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,99.21 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/680,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,952.53 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/677,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,4089.04 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/676,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,4089.14 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/625,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,18.02 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/606,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,737.03 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/249,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,190.51 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/21,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,4.06 hours
HKUDS_LightRAG,https://github.com/HKUDS/LightRAG/issues/11,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,13.79 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/9089,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8965,S5: Generation,S0: Initialization,RC-B: User Misconfigurations,5,143.26 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8960,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,40.48 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8926,S5: Generation,S0: Initialization,RC-B: User Misconfigurations,5,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8909,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8840,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,2.34 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8804,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,93.21 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8719,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,78.82 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8630,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,162.15 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8656,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,17.08 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8602,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,27.28 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8588,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8556,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,63.5 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8503,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,7.55 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8497,S3: Retrieval,S3: Retrieval,RC-B: User Misconfigurations,0,1.39 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8467,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,58.47 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8462,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,48.15 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8455,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8443,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,13.68 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8419,S3: Retrieval,S0: Initialization,RC-A: Configuration Bugs,3,0.13 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8369,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,24.29 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8360,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,25.01 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8319,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,169.8 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8297,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,92.23 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8227,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,21.71 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8226,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,91.14 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8208,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,4.19 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8193,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,15.38 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8189,S2: Query Transformation,S2: Query Transformation,RC-A: Configuration Bugs,0,19.66 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8143,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,21.62 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8134,S3: Retrieval,S1: Indexing,RC-A: Configuration Bugs,2,2.16 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8109,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,68.89 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8097,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,7.3 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8059,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,13.69 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8057,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,12.11 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8033,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,11.3 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/8025,S0: Initialization,S1: Indexing,RC-B: User Misconfigurations,1,0.14 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7980,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,92.84 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7952,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,1.77 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7908,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,21.23 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7897,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,48.47 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7879,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,22.02 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7868,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,1.44 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7830,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,43.45 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7824,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,142.15 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7803,S4: Post-Retrieval Processing,S0: Initialization,RC-B: User Misconfigurations,4,17.43 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7791,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,291.37 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7790,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,26.99 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7725,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,31.29 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7702,S5: Generation,S3: Retrieval,RC-B: User Misconfigurations,2,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7667,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,671.82 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7644,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,144.7 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7592,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,14.35 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7567,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,57.77 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7556,S3: Retrieval,S3: Retrieval,RC-B: User Misconfigurations,0,0.49 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7542,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,1160.84 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7518,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,43.65 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7466,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,26.8 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7449,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,2.23 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7428,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,1.67 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7412,S2: Query Transformation,S0: Initialization,RC-A: Configuration Bugs,2,160.6 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7387,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,0.49 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7371,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,6.07 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7347,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,23.63 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7321,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,48.79 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7282,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,327.61 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7277,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,16.7 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7249,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,8.93 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7237,S3: Retrieval,S3: Retrieval,RC-B: User Misconfigurations,0,21.28 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7198,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,0.36 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7184,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,25.82 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7153,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,1.07 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7095,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,656.28 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/7019,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,14.88 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6945,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,0.03 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6931,S0: Initialization,S5: Generation,RC-A: Configuration Bugs,5,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6862,S0: Initialization,S4: Post-Retrieval Processing,RC-B: User Misconfigurations,4,37.14 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6835,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,2.99 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6803,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,145.71 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6786,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,95.33 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6784,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,97.03 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6752,S3: Retrieval,S0: Initialization,RC-A: Configuration Bugs,3,3.65 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6741,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,218.46 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6685,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,1059.54 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6653,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,70.17 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6624,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,11.27 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6607,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,145.34 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6584,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,0.8 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6570,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,21.31 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6491,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,31.53 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6308,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,30.44 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6066,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,6.75 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/6031,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,19.24 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5839,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,18.31 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5761,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,0.93 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5713,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,169.99 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5700,S3: Retrieval,S2: Query Transformation,RC-B: User Misconfigurations,1,4.86 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5600,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,18.85 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5575,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,14.51 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5418,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,768.03 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5382,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,26.25 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5346,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,101.22 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5261,S0: Initialization,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,4,25.81 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/5166,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,1.75 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4968,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,68.14 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4918,S0: Initialization,S3: Retrieval,RC-A: Configuration Bugs,3,325.33 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4885,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,56.29 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4749,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,38.75 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4678,S0: Initialization,S5: Generation,RC-B: User Misconfigurations,5,42.79 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4664,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,209.25 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4647,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,2.71 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4633,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,42.11 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4567,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,62.9 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4464,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,19.7 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4379,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,721.77 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4374,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,9.62 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4331,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,0.01 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4278,S1: Indexing,S5: Generation,RC-B: User Misconfigurations,4,22.52 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4230,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,322.57 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4189,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,16.98 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4180,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,3.31 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4164,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,62.7 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4163,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,64.83 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4160,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4141,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,1.28 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4126,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,1361.68 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4124,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,24.71 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4122,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,1172.94 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4120,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,119.05 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4109,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,1.94 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/4003,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,16.68 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3910,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,260.15 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3905,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,68.18 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3883,S3: Retrieval,S1: Indexing,RC-A: Configuration Bugs,2,93.72 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3820,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,78.45 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3816,S3: Retrieval,S1: Indexing,RC-A: Configuration Bugs,2,3.85 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3814,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,12.7 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3811,S3: Retrieval,S0: Initialization,RC-A: Configuration Bugs,3,357.24 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3799,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,0.67 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3772,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,35.62 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3729,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,27.09 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3700,S0: Initialization,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,4,176.72 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3696,S3: Retrieval,S2: Query Transformation,RC-A: Configuration Bugs,1,303.38 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3679,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,25.63 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3657,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,167.42 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3623,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,3.21 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3596,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3570,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,8.14 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3538,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,11.9 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3384,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,17.76 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3308,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,89.93 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3299,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,67.09 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3273,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,13.06 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3263,S0: Initialization,S5: Generation,RC-A: Configuration Bugs,5,142.9 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3253,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,5.61 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3173,S3: Retrieval,S0: Initialization,RC-A: Configuration Bugs,3,21.66 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3153,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,63.72 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3151,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,64.4 hours
